,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
10778,every year,0,4,neutral,1919,2
10779,hey ross,1,3,positive,1920,0
10780,die hard,0,4,neutral,1920,1
10781,die hard,0,4,neutral,1921,0
10782,yep hey say make double feature,1,4,neutral,1921,1
10783,rent,0,4,neutral,1921,2
10784,die hard,1,4,neutral,1921,3
10785,joey,0,4,neutral,1921,4
10786,oh well watch second time,1,4,neutral,1921,5
10787,see thing want get joey get worked start calling everybody bitch,0,4,neutral,1921,6
10788,talking bitch,1,0,negative,1921,7
10789,oh well watch second time,0,4,neutral,1922,0
10790,joey,1,4,neutral,1922,1
10791,cool see yeah,1,3,positive,1922,3
10792,die hard,1,4,neutral,1922,4
10793,dude say,1,4,neutral,1922,5
10794,cool see yeah,1,3,positive,1923,0
10795,die hard,1,4,neutral,1923,1
10796,dude say,1,4,neutral,1923,2
10797,yeah got uh got plan,0,4,neutral,1923,3
10798,well john mcclane plan,1,0,negative,1923,4
10799,see thing want get joey get worked start calling everybody bitch,0,4,neutral,1923,5
10800,good hey thought paper punctuated equilibrium devonian era top notch,0,3,positive,1924,0
10801,stop going stuff,1,0,negative,1924,1
10802,hey rach seen charlie anywhere,1,4,neutral,1924,2
10803,smarter,1,4,neutral,1924,3
10804,stop going stuff,1,0,negative,1925,0
10805,hey,0,3,positive,1925,1
10806,hey rach seen charlie anywhere,1,4,neutral,1925,3
10807,smarter,1,4,neutral,1925,4
10808,hey,1,3,positive,1926,0
10809,hey,0,3,positive,1926,1
10810,wanted let know changed mind gon na gon na kiss joey,1,0,negative,1926,2
10811,ca friend hooking bad idea,0,2,negative,1926,3
10812,please chandler,1,0,negative,1926,4
10813,different drunk stupid,0,0,negative,1926,5
10814,well hello,1,0,negative,1926,6
10815,guy got phone number kiss one,0,4,neutral,1926,7
10816,could could want want kiss joey,1,0,negative,1926,8
10817,alright think big mistake decision,0,4,neutral,1926,9
10818,gon na,1,3,positive,1926,10
10819,ca stop,0,4,neutral,1926,11
10820,oh hey gunther check,1,3,positive,1927,0
10821,yeah chandler crack,0,3,positive,1927,1
10822,yeah chandler crack,0,3,positive,1928,0
10823,hey ross listen want anything drink cause heading,1,4,neutral,1928,1
10824,nah okay right gunther,1,4,neutral,1928,2
10825,wink put apron,0,0,negative,1928,3
10826,okay see asking paying customer put apron,1,5,negative,1928,4
10827,hey ross listen want anything drink cause heading,0,4,neutral,1929,0
10828,uh yeah take coffee thanks man,1,4,neutral,1929,1
10829,sure coffee cause going,0,3,positive,1929,2
10830,sure coffee cause going,0,3,positive,1930,0
10831,friendly,0,0,negative,1930,2
10832,joey honey think supposed go back,1,0,negative,1930,3
10833,nah okay right gunther,0,4,neutral,1930,4
10834,thank,0,4,neutral,1931,1
10835,thank,1,4,neutral,1932,0
10836,guy need anything cause heading,0,4,neutral,1932,1
10837,got,0,4,neutral,1932,2
10838,joey,1,6,negative,1932,3
10839,friendly,0,0,negative,1932,4
10840,okay see asking paying customer put apron,0,5,negative,1932,5
10841,joey work,1,6,negative,1932,6
10842,guy need anything cause heading,0,4,neutral,1933,0
10843,love ice water,1,4,neutral,1933,1
10844,got,0,4,neutral,1933,2
10845,hey waiter,0,4,neutral,1934,1
10846,yeah,1,4,neutral,1934,2
10847,reached monica chandler listening message probably screening yeah,0,4,neutral,1935,0
10848,hi heldi morgan chase museum,1,4,neutral,1935,1
10849,calling monica geller,1,4,neutral,1935,2
10850,want let know cancellation still interested wedding facility available,1,4,neutral,1935,3
10851,chandler bing chandler bing yes groom groom,0,6,negative,1935,4
10852,thank,0,4,neutral,1936,0
10853,thanks,1,4,neutral,1936,1
10854,ca believe like worst night ever,0,0,negative,1936,2
10855,monica minor setback relationship chandler big deal chandler,1,4,neutral,1936,3
10856,crazy mean stupid argument even wan na see richard,0,5,negative,1936,4
10857,go fix,1,4,neutral,1936,5
10858,go find chandler,1,4,neutral,1936,6
10859,probably room,1,5,negative,1936,7
10860,tell sorry love,1,0,negative,1936,8
10861,right phoebe right thank,0,3,positive,1936,9
10862,sure yeah la vega number one,1,3,positive,1936,10
10863,anybody lose,0,4,neutral,1936,11
10864,anybody lose,0,4,neutral,1937,0
10865,comin place bet dice double nothin pay front line,1,3,positive,1937,1
10866,hmm,0,4,neutral,1937,2
10867,remember duck food,1,4,neutral,1938,0
10868,yeah guy apartment sink,0,6,negative,1938,1
10869,going london,1,4,neutral,1938,2
10870,mean going london,0,6,negative,1938,3
10871,yeah tell ross love,1,4,neutral,1938,4
10872,honey take care baby get back,1,4,neutral,1938,5
10873,rachel go ross love emily,0,2,negative,1938,6
10874,yeah know know know,1,2,negative,1938,7
10875,tell feel,1,5,negative,1938,8
10876,deserves information make informed decision,1,4,neutral,1938,9
10877,going,0,5,negative,1938,10
10878,going hope gon na say yeah love rach,0,5,negative,1938,11
10879,forget british chippy,0,5,negative,1938,12
10880,ohh think,1,6,positive,1938,13
10881,love british chippy,0,5,negative,1938,15
10882,look rachel go gon na mess head ruin wedding,0,0,negative,1938,16
10883,know late,0,0,negative,1938,17
10884,missed chance,0,5,negative,1938,18
10885,sorry know must really hard,0,5,negative,1938,19
10886,know someone say,1,0,negative,1938,20
10887,ugh like really chase carrying litter,0,3,positive,1938,21
10888,hey,0,0,negative,1939,0
10889,hi,1,4,neutral,1939,1
10890,right,0,4,neutral,1939,2
10891,think got engaged,1,2,negative,1939,3
10892,oh god,0,6,positive,1939,4
10893,know gon na ask,1,3,positive,1939,5
10894,kidding,0,6,positive,1939,6
10895,like one talked,0,3,positive,1939,7
10896,like think puppet master group,0,5,negative,1939,8
10897,really think good idea,1,5,negative,1939,9
10898,talked tell puppet master get tired people,0,4,neutral,1939,10
10899,know feel right,1,5,negative,1939,11
10900,two meant together everybody think,0,6,positive,1939,12
10901,really even ross,1,6,negative,1939,13
10902,especially ross,0,3,positive,1939,14
10903,go fianc e,0,3,positive,1939,15
10904,guess,1,4,neutral,1939,16
10905,although play sleep,0,4,neutral,1939,17
10906,say surprised,1,4,neutral,1939,18
10907,kidding,1,6,positive,1940,0
10908,like one talked,1,3,positive,1940,1
10909,like think puppet master group,1,5,negative,1940,2
10910,especially ross,1,3,positive,1940,3
10911,oh uh hey pheebs uh know come back later,0,4,neutral,1940,4
10912,oh uh hey pheebs uh know come back later,0,4,neutral,1941,0
10913,wow kind uh kind full house guess come back,1,6,positive,1941,1
10914,kidding,0,6,positive,1942,0
10915,like one talked,0,3,positive,1942,1
10916,like think puppet master group,0,5,negative,1942,2
10917,wow kind uh kind full house guess come back,1,6,positive,1942,3
10918,go fianc e,0,3,positive,1942,4
10919,oh unfortunate,0,5,negative,1943,0
10920,cute naked guy really starting put weight,0,3,positive,1943,2
10921,moved,0,3,positive,1943,3
10922,hey gon na tell sister live anymore,1,4,neutral,1943,4
10923,think level already know,0,4,neutral,1943,5
10924,cute naked guy really starting put weight,1,3,positive,1944,0
10925,okay back minute oh phoebe sorry left lipstick mark phone,0,4,neutral,1944,1
10926,leave lipstick mark phone,1,4,neutral,1944,2
10927,oh must bye,0,4,neutral,1944,3
10928,moved,1,3,positive,1944,4
10929,night mon night julio,0,4,neutral,1945,0
10930,adi,1,4,neutral,1945,1
10931,adi,0,4,neutral,1946,0
10932,look julio someone left book,1,6,negative,1946,1
10933,ah actually mine,0,4,neutral,1946,2
10934,oh yeah reading,1,4,neutral,1946,3
10935,flower evil beaudalire read,0,4,neutral,1946,4
10936,read enjoying,1,4,neutral,1946,5
10937,thought would translation good,0,4,neutral,1946,6
10938,poet know,1,4,neutral,1946,7
10939,actually ah poet,0,4,neutral,1946,8
10940,oh know um kind thing write,1,4,neutral,1946,9
10941,thing move shadow tree child laughing lip,0,4,neutral,1946,10
10942,mine right,1,4,neutral,1946,11
10943,write epic poem lip,0,3,positive,1946,12
10944,would go well rhyme liked,1,3,positive,1946,13
10945,last stop montreal stop montreal,1,4,neutral,1947,0
10946,made bet beautiful eye see win,1,4,neutral,1948,1
10947,stop would like coffee,1,4,neutral,1948,3
10948,really montreal,0,6,negative,1948,4
10949,yes coffee,1,4,neutral,1948,5
10950,coffee sound great wait live montreal,0,4,neutral,1948,6
10951,oh two hour ferry ride nova scotia,1,4,neutral,1948,7
10952,okay batch,0,4,neutral,1949,0
10953,oh maybe taste little like grandmother,0,0,negative,1949,1
10954,little bit orange peel nutmeg,0,4,neutral,1949,2
10955,let give shot,1,4,neutral,1949,3
10956,let give shot,1,4,neutral,1950,0
10957,oh like bake sale,0,6,positive,1950,1
10958,okay batch,0,4,neutral,1951,0
10959,oh maybe taste little like grandmother,0,0,negative,1951,1
10960,little bit orange peel nutmeg,0,4,neutral,1951,2
10961,oh like bake sale,1,6,positive,1951,3
10962,friday night,0,4,neutral,1951,4
10963,would,1,4,neutral,1952,0
10964,would ate candy bar,0,0,negative,1952,1
10965,oh god hate job hate hate job hate,1,1,negative,1953,0
10966,know honey sorry,0,5,negative,1953,1
10967,oh wan na quit think stick think would person stay demeaning job remotely related field interested,1,5,negative,1953,2
10968,gee know rach order got yentel soup james bean howdy hold dowdy,0,3,positive,1953,3
10969,oh honey come sorry,1,5,negative,1953,4
10970,mind paying due much gon na learn fashion walking mira arthritic seamstress bathroom,1,1,negative,1953,5
10971,hi misery amusing,1,0,negative,1953,6
10972,oh well going go back talking friend,1,3,positive,1953,7
10973,go back enjoying little hamburger,1,3,positive,1953,8
10974,oh honey come sorry,1,5,negative,1954,0
10975,mind paying due much gon na learn fashion walking mira arthritic seamstress bathroom,1,1,negative,1954,1
10976,hi misery amusing,1,0,negative,1954,2
10977,sorry wa wa ah,0,2,negative,1954,3
10978,funny actually job,1,0,negative,1954,4
10979,oh believe sort mannequin head mannequin plus,0,4,neutral,1954,5
10980,oh well going go back talking friend,1,3,positive,1954,6
10981,go back enjoying little hamburger,1,3,positive,1954,7
10982,ah one thing,0,4,neutral,1954,8
10983,yes,1,3,positive,1954,9
10984,ah work,0,4,neutral,1954,10
10985,want pickle,1,4,neutral,1954,11
10986,think yesterday daily news,1,4,neutral,1955,0
10987,wan na check horoscope see right,1,4,neutral,1955,2
10988,oh god,0,6,positive,1955,3
10989,phoebe,0,4,neutral,1955,4
10990,look behind u guy potential break heart plunge u pit depression,0,4,neutral,1955,5
10991,ooh come momma,1,3,positive,1955,6
10992,coming cool cool cool,0,0,negative,1955,7
10993,something whistle,1,3,positive,1955,8
10994,going whistle,0,0,negative,1955,9
10995,come,1,4,neutral,1955,10
10996,ca believe,1,6,negative,1955,16
10997,hi umm monica geller chef alessandro,0,4,neutral,1956,0
10998,still,1,6,negative,1956,1
10999,think thing said really unfair would like give bouillabaisse another chance,0,4,neutral,1956,2
11000,see reason would,1,3,positive,1956,3
11001,spoon think,0,3,positive,1956,4
11002,torn integrity desire avoid beating must honest soap abysmal,1,1,negative,1956,5
11003,see reason would,1,3,positive,1957,0
11004,either eat,0,0,negative,1957,1
11005,torn integrity desire avoid beating must honest soap abysmal,1,1,negative,1957,2
11006,thata girl huh get new class comin,0,3,positive,1957,3
11007,either eat,0,0,negative,1958,0
11008,spoon think,1,3,positive,1958,1
11009,thata girl huh get new class comin,0,3,positive,1959,0
11010,welcome introduction cooking start anyone tell difference hollandaise sauce bearnaise sauce,1,4,neutral,1959,1
11011,welcome introduction cooking start anyone tell difference hollandaise sauce bearnaise sauce,1,4,neutral,1960,0
11012,okay go ahead,1,4,neutral,1960,2
11013,well umm egg yolk butter base bearnaise shallot shirvel importantly tarragon,0,4,neutral,1960,3
11014,good name,1,4,neutral,1960,4
11015,monica,0,4,neutral,1960,5
11016,monica go head class,1,4,neutral,1960,6
11017,okay,0,3,positive,1960,7
11018,country called argentinaaaa place never seeeeen,1,4,neutral,1961,0
11019,told fifty peso buy human spleen,1,4,neutral,1961,1
11020,human spleeeen,1,4,neutral,1961,2
11021,ol,1,3,positive,1961,3
11022,well said customer lined street entertain,1,3,positive,1961,5
11023,great,0,3,positive,1961,6
11024,yeah,1,3,positive,1961,7
11025,really great know people must seen play requesting bunch song,1,3,positive,1961,8
11026,yeah suck shut go home,1,3,positive,1961,9
11027,listen phoebe,0,3,positive,1961,10
11028,yeah,1,4,neutral,1961,11
11029,know much love listening music know,0,4,neutral,1961,12
11030,kind classy place,0,4,neutral,1961,14
11031,ok say,1,4,neutral,1961,15
11032,bored stupid rain ca anything,0,5,negative,1962,0
11033,well brought book could read,1,4,neutral,1962,1
11034,hey come yet,0,3,positive,1962,2
11035,hey hey hey mind,0,3,positive,1962,3
11036,hey rach feel like going convention,0,4,neutral,1962,4
11037,ca pharmacist,1,5,negative,1962,5
11038,know frank medeio eva trorro womba,0,4,neutral,1962,6
11039,kate miller,1,4,neutral,1962,7
11040,kate miller,0,4,neutral,1962,8
11041,sex gon na weekend,1,3,positive,1962,9
11042,case make sure real good,0,4,neutral,1962,10
11043,thank,1,4,neutral,1962,11
11044,hey come yet,0,3,positive,1963,0
11045,hey hey hey mind,0,3,positive,1963,1
11046,sorry sir pharmaceutical convention,1,4,neutral,1963,2
11047,hey rach feel like going convention,0,4,neutral,1963,3
11048,oh god,0,6,negative,1964,0
11049,heard pant sorry,1,5,negative,1964,1
11050,okay everything wrapped think gon na go laundry,1,4,neutral,1964,2
11051,oh yeah shirt dirty yep,0,4,neutral,1964,3
11052,heard pant sorry,0,5,negative,1965,0
11053,year supposed great,1,0,negative,1965,1
11054,second day loser stupid leather pant even fit,1,1,negative,1965,2
11055,look,1,0,negative,1965,3
11056,hey hey look look ross ben drew picture huh cowboy,0,3,positive,1965,4
11057,oh leather pant,1,5,negative,1965,5
11058,see ben think loser think cowboy something,0,3,positive,1965,6
11059,maybe get another pair,1,3,positive,1965,7
11060,ooh fringe side,1,3,positive,1965,8
11061,gon na go kiss ben goodnight,1,3,positive,1965,9
11062,ca believe think cowboy,1,3,positive,1965,10
11063,would make good cowboy,1,3,positive,1965,11
11064,okay everything wrapped think gon na go laundry,0,4,neutral,1965,12
11065,year supposed great,1,0,negative,1966,0
11066,second day loser stupid leather pant even fit,1,1,negative,1966,1
11067,loser,0,5,negative,1966,2
11068,look,1,0,negative,1966,3
11069,maybe get another pair,1,3,positive,1966,4
11070,ooh fringe side,1,3,positive,1966,5
11071,gon na go kiss ben goodnight,1,3,positive,1966,6
11072,ca believe think cowboy,1,3,positive,1966,7
11073,would make good cowboy,1,3,positive,1966,8
11074,see ben think loser think cowboy something,0,3,positive,1967,0
11075,really something really cool,1,3,positive,1967,1
11076,really something really cool,1,3,positive,1968,0
11077,howdy partner,0,3,positive,1968,1
11078,year supposed great,1,0,negative,1969,0
11079,second day loser stupid leather pant even fit,1,1,negative,1969,1
11080,howdy partner,0,3,positive,1969,2
11081,maybe get another pair,1,3,positive,1969,3
11082,ooh fringe side,1,3,positive,1969,4
11083,gon na go kiss ben goodnight,1,3,positive,1969,5
11084,ca believe think cowboy,1,3,positive,1969,6
11085,would make good cowboy,1,3,positive,1969,7
11086,said would never,1,0,negative,1970,0
11087,oh yeah,0,6,negative,1970,1
11088,great nap,0,4,neutral,1971,0
11089,really,1,4,neutral,1971,1
11090,uh gay number close friend,0,3,positive,1971,2
11091,uh gay number close friend,0,3,positive,1972,0
11092,let talk woman sure female reader interested know romantic life,1,4,neutral,1972,1
11093,look woman say hey doin,0,4,neutral,1972,2
11094,look woman say hey doin,0,4,neutral,1973,0
11095,oh please,1,1,negative,1973,1
11096,hey doin,0,4,neutral,1973,2
11097,hey mikey,1,4,neutral,1974,0
11098,hey p,0,4,neutral,1974,1
11099,setting rattrap,0,4,neutral,1974,3
11100,kill bob,1,6,negative,1974,4
11101,test neck strength,0,4,neutral,1974,5
11102,mike want kill,1,0,negative,1974,6
11103,thought gon na capture know set free country side maybe meet friendly possom wisecracking owl,1,5,negative,1974,7
11104,ok ok throw away trap,0,4,neutral,1974,8
11105,find bob get,1,4,neutral,1974,9
11106,bob,1,2,negative,1974,10
11107,bob,1,5,negative,1974,11
11108,robert,1,0,negative,1974,12
11109,oh wait think hear,1,4,neutral,1974,13
11110,oh oh god,1,6,positive,1974,14
11111,bob baby,1,6,positive,1974,15
11112,bob mom,1,6,positive,1974,16
11113,better think new name,0,4,neutral,1974,17
11114,know kinda like bob girl,1,4,neutral,1974,18
11115,know mean sure,0,4,neutral,1974,19
11116,oh god killed bob,1,5,negative,1974,20
11117,maybe bob maybe mouse,0,4,neutral,1974,21
11118,suzie,1,4,neutral,1974,22
11119,hmmm soup,1,3,positive,1975,0
11120,joey ross gon na second would mind watching ben use lady room,0,4,neutral,1975,1
11121,oh yeah problem,1,4,neutral,1975,2
11122,thanks,0,4,neutral,1975,3
11123,hi ben wan na actor huh got ta tell ya picnic ton rejection,1,5,negative,1975,4
11124,hi ben wan na actor huh got ta tell ya picnic ton rejection,0,5,negative,1976,0
11125,joey,1,6,negative,1976,1
11126,one wanted invite party,0,6,positive,1977,0
11127,yeah waited last minute,1,0,negative,1977,1
11128,said yes would know nothing better wait around invitation stupid party,1,0,negative,1977,2
11129,said,1,0,negative,1977,3
11130,put,1,4,neutral,1977,4
11131,great ball court,0,0,negative,1977,5
11132,ball ball,1,0,negative,1977,6
11133,oh hey rach thought said seven,0,6,positive,1978,0
11134,yeah uh uh let skip,1,4,neutral,1978,1
11135,umm sister seem umm special bond,1,4,neutral,1978,3
11136,oh great,0,0,negative,1978,4
11137,brother,0,4,neutral,1978,5
11138,two sister one masculine energy,1,4,neutral,1978,6
11139,close,0,4,neutral,1978,7
11140,nice people,1,4,neutral,1978,8
11141,okay listen really like,0,4,neutral,1978,9
11142,okay,0,4,neutral,1978,10
11143,think go somewhere,0,4,neutral,1978,11
11144,close family gon na let stand way u,0,4,neutral,1978,12
11145,well uh know see put way sort,1,4,neutral,1978,13
11146,yeah okay see later,1,4,neutral,1978,15
11147,well uh know see put way sort,1,4,neutral,1979,0
11148,danny hurry bath getting cold,0,4,neutral,1979,1
11149,oh great,0,0,negative,1980,0
11150,brother,0,4,neutral,1980,1
11151,okay listen really like,0,4,neutral,1980,2
11152,okay,0,4,neutral,1980,3
11153,think go somewhere,0,4,neutral,1980,4
11154,close family gon na let stand way u,0,4,neutral,1980,5
11155,danny hurry bath getting cold,1,4,neutral,1980,6
11156,oh awful,0,5,negative,1981,1
11157,even realise late noticed clock shadow head,1,4,neutral,1982,0
11158,anyway want stay,1,5,negative,1982,1
11159,called cab left,1,4,neutral,1982,2
11160,wrote letter,0,4,neutral,1982,3
11161,ohh thank like mail,1,3,positive,1982,4
11162,thing thinking,0,4,neutral,1982,5
11163,thing u even think two u getting back together need know feel stuff,0,4,neutral,1982,6
11164,okay wow morning better get cracking baby,1,4,neutral,1982,7
11165,well waiting come done,0,4,neutral,1982,8
11166,okay page front back exciting,1,3,positive,1982,9
11167,waiter carried breadstick pant,1,0,negative,1983,0
11168,well said except,0,4,neutral,1983,1
11169,right retract,1,4,neutral,1983,2
11170,stand review know food,1,1,negative,1983,3
11171,marinara sauce tasted like tomato juice,1,1,negative,1983,4
11172,serve vodka piece celery,1,1,negative,1983,5
11173,hey proud sauce delicious,0,0,negative,1983,6
11174,oh god italian restaurant think taste good even,1,6,negative,1983,7
11175,lebanon,0,4,neutral,1983,8
11176,hand tomato gon na show taste like come hand,1,0,negative,1983,9
11177,long gon na take cause got another critic go yell,0,4,neutral,1983,10
11178,okay happened,0,4,neutral,1984,0
11179,ohh get turn,0,0,negative,1984,1
11180,hey pheebs going,1,4,neutral,1984,2
11181,nothing,0,0,negative,1984,3
11182,night writing really nasty letter emily perfect covered actually thanks,1,5,negative,1984,6
11183,night writing really nasty letter emily perfect covered actually thanks,1,5,negative,1985,0
11184,right everybody ready go movie,0,4,neutral,1985,1
11185,uh actually think gon na skip,1,5,negative,1985,2
11186,really,0,6,positive,1985,3
11187,yeah gon na stay read book wan na alone right,1,5,negative,1985,4
11188,oh sure want come tom hank meg ryan get mail stuff,0,4,neutral,1985,5
11189,okay joe,1,4,neutral,1985,6
11190,right let go pheebs,0,4,neutral,1985,7
11191,oh god,1,6,negative,1985,8
11192,amazing,0,3,positive,1986,0
11193,know,1,4,neutral,1986,1
11194,hey realize may changed life forever,1,3,positive,1986,2
11195,may started family,1,3,positive,1986,3
11196,nine month baby,1,3,positive,1986,4
11197,got bucket,0,4,neutral,1986,5
11198,ross got ta stop okay stare peep hole three hour gon na get peep eye,0,0,negative,1987,0
11199,knew,1,6,negative,1987,1
11200,knew,1,0,negative,1987,2
11201,always knew liked,1,0,negative,1987,3
11202,say,1,0,negative,1987,4
11203,right,1,4,neutral,1987,5
11204,broke first thing,1,0,negative,1987,6
11205,break,0,4,neutral,1987,7
11206,hey like three week,1,0,negative,1987,8
11207,slept somebody three hour thought broke mean bullet left gun slower,0,1,negative,1987,9
11208,hey uh something wanted talk,1,4,neutral,1988,0
11209,oh yeah,0,3,positive,1988,1
11210,well trying work thing emily,1,3,positive,1988,2
11211,well one okay go,1,4,neutral,1988,3
11212,made promise oh hey,1,6,negative,1988,4
11213,nose bleeding,1,6,negative,1988,6
11214,oh god,0,5,negative,1988,7
11215,oh,0,0,negative,1988,9
11216,happened grandfather died,0,5,negative,1988,10
11217,ugh,0,1,negative,1988,11
11218,sorry,0,5,negative,1988,12
11219,oh okay sorry want tell,0,4,neutral,1988,13
11220,umm,1,4,neutral,1988,14
11221,sorry sorry,0,5,negative,1988,15
11222,okay uh ca see anymore,1,5,negative,1988,16
11223,yeah know ridiculous ca see either,0,4,neutral,1988,17
11224,yet yet yet yet yet yet yet yet,0,2,negative,1989,0
11225,hello chip,1,4,neutral,1989,1
11226,hello chip,1,4,neutral,1990,0
11227,hey rach ya doin,0,3,positive,1990,1
11228,great great got great job,1,3,positive,1990,2
11229,ah monica ready yet,0,4,neutral,1990,3
11230,second chip umm amy welch,1,4,neutral,1990,4
11231,amy welch wow seen since monica ready,0,6,positive,1990,5
11232,right love gon na play time,1,3,positive,1991,0
11233,let talk crotch like,0,6,negative,1991,1
11234,ohh,0,6,positive,1991,2
11235,okay,0,6,positive,1991,3
11236,okay cause said wait hear first word thought trick,0,6,positive,1991,4
11237,let talk crotch like,0,6,negative,1992,0
11238,talking baby,1,4,neutral,1992,1
11239,ohh,0,6,positive,1992,2
11240,okay,0,6,positive,1992,3
11241,okay cause said wait hear first word thought trick,0,6,positive,1992,4
11242,okay well got ta go guy see later,1,4,neutral,1992,5
11243,okay,0,4,neutral,1992,6
11244,oh oh god,0,6,positive,1993,0
11245,aw unbelievable,1,6,positive,1993,1
11246,wow,1,6,positive,1993,2
11247,kicking much,1,6,positive,1993,3
11248,oh like kind annoying girl soccer player,1,3,positive,1993,4
11249,mia hamm,0,4,neutral,1993,5
11250,mia hamm,1,3,positive,1993,6
11251,oh amazing,0,3,positive,1993,7
11252,one hand sheet joe,1,6,negative,1993,8
11253,sorry,0,6,negative,1993,9
11254,okay guy think,0,4,neutral,1994,0
11255,dude,1,6,positive,1994,1
11256,really like,0,6,positive,1994,2
11257,dude write,1,6,positive,1994,3
11258,stole monica changed name,0,4,neutral,1994,4
11259,dude,1,6,positive,1995,0
11260,never known love like,0,5,negative,1995,1
11261,go first,0,3,positive,1995,3
11262,never known love like,1,5,negative,1996,0
11263,really like,0,6,positive,1996,1
11264,yeah,1,0,negative,1997,0
11265,anyway still think try patch thing know,1,4,neutral,1997,1
11266,like uh maybe could get get ticket another knicks game invite,1,4,neutral,1997,2
11267,oh wow great idea,0,3,positive,1997,3
11268,got one,0,3,positive,1997,4
11269,go,0,4,neutral,1997,5
11270,oh wow great idea,1,3,positive,1998,0
11271,go,0,4,neutral,1998,1
11272,got one,1,3,positive,1998,2
11273,go,1,4,neutral,1998,3
11274,know stuff time without get upset,0,4,neutral,1999,0
11275,time,1,5,negative,1999,1
11276,time,0,0,negative,1999,2
11277,cassie doin dog,1,4,neutral,2000,0
11278,done,0,4,neutral,2000,1
11279,thank god,1,3,positive,2000,2
11280,guess last time really hung parent rented beach house together,0,4,neutral,2000,3
11281,oh right,1,4,neutral,2000,4
11282,right,1,4,neutral,2000,5
11283,ooh remember time uh pinned tickled til cried,1,3,positive,2000,6
11284,probably old,1,5,negative,2000,7
11285,always remember summer got freckle,0,3,positive,2000,8
11286,always remember summer realized related,1,3,positive,2000,9
11287,took long figure huh,0,6,negative,2000,10
11288,well little slow child would,1,4,neutral,2000,11
11289,relax every muscle body,1,4,neutral,2001,0
11290,listen music,1,4,neutral,2001,1
11291,okay close eye think happy place,1,4,neutral,2001,2
11292,okay tell happy place,1,4,neutral,2001,3
11293,richard living room drinking wine,0,3,positive,2001,4
11294,right richard thing put glass get,1,0,negative,2001,5
11295,sorry happy place,0,5,negative,2001,6
11296,well okay fine use happy place,1,4,neutral,2001,7
11297,okay gon na ask move anything,1,4,neutral,2001,8
11298,right try,0,4,neutral,2001,9
11299,okay right meadow million star sky,1,4,neutral,2001,10
11300,think breaking huge mistake,0,5,negative,2001,11
11301,right question happy place okay warm breeze moonlight flowing tree,1,3,positive,2001,12
11302,bet totally bet fine,0,5,negative,2001,13
11303,right betting wagering kind sure permitted happy place,1,4,neutral,2001,14
11304,okay,1,4,neutral,2001,15
11305,know lovely waterfall trickling fountain,1,3,positive,2001,16
11306,calming sound babbling brook,1,4,neutral,2001,17
11307,okay working still awake pee,0,1,negative,2001,18
11308,ok sweetie see later,1,4,neutral,2002,0
11309,see later rach,0,4,neutral,2002,1
11310,julie,0,4,neutral,2003,0
11311,hey,0,4,neutral,2003,1
11312,hey,1,4,neutral,2003,2
11313,hey cut,0,3,positive,2003,3
11314,hey,1,4,neutral,2003,4
11315,ask somethin,1,4,neutral,2003,6
11316,hey rach wan na hear new song thinkin singing afternoon wrote morning shower,0,3,positive,2004,0
11317,ok,1,4,neutral,2004,1
11318,ok,0,4,neutral,2005,0
11319,uh rachel sweetheart could see ya minute,1,4,neutral,2005,1
11320,decided pay professional musician play sunday afternoon,1,4,neutral,2005,4
11321,name stephanie something,1,4,neutral,2005,5
11322,supposed good,1,4,neutral,2005,6
11323,phoebe,0,6,negative,2005,7
11324,rachel friend bad bad make want put finger eye brain swirl around,1,1,negative,2005,8
11325,ok ok fan mean come,0,5,negative,2005,9
11326,uh,1,4,neutral,2005,10
11327,oh oh,0,2,negative,2005,11
11328,ahh,1,5,negative,2006,0
11329,oh,0,4,neutral,2006,1
11330,jealous,1,6,positive,2006,2
11331,noo see play,0,0,negative,2006,3
11332,mean stripper mom friend,0,0,negative,2006,4
11333,totally jealous,1,3,positive,2006,5
11334,jealous,0,0,negative,2006,6
11335,right umm people feeling certain thing stripper,0,4,neutral,2006,7
11336,um,0,4,neutral,2006,8
11337,honey love,1,4,neutral,2006,9
11338,ugh wait wait wait,0,5,negative,2006,10
11339,huh,1,6,positive,2006,12
11340,well kiss wo forget couple hour,0,3,positive,2006,13
11341,noo see play,1,0,negative,2007,0
11342,mean stripper mom friend,1,0,negative,2007,1
11343,jealous,1,0,negative,2007,2
11344,right umm people feeling certain thing stripper,1,4,neutral,2007,3
11345,um,1,4,neutral,2007,4
11346,well kiss wo forget couple hour,1,3,positive,2007,5
11347,yeah either turned sent stripper,0,4,neutral,2007,6
11348,believe came back,0,6,positive,2008,0
11349,say anything,1,3,positive,2008,1
11350,wan na speak wan na think,1,4,neutral,2008,2
11351,want take kiss make love right right,1,3,positive,2008,3
11352,say anything,1,3,positive,2009,0
11353,wan na speak wan na think,1,4,neutral,2009,1
11354,want take kiss make love right right,1,3,positive,2009,2
11355,rachel rachel,0,3,positive,2009,3
11356,missed exit,0,6,negative,2009,5
11357,oh sorry,1,4,neutral,2009,6
11358,say anything,1,3,positive,2010,0
11359,wan na speak wan na think,1,4,neutral,2010,1
11360,want take kiss make love right right,1,3,positive,2010,2
11361,oh sorry,1,4,neutral,2010,3
11362,god thinking,0,6,negative,2010,4
